timestamp,gpu_name,detected_gpu_name,model,resolved_model,dtype,cache_mode,batch_size,seq_len,chunk_size,status,success,error_type,error_message,elapsed_sec,tokens_processed,throughput_tokens_per_sec,peak_memory_allocated_mib,peak_memory_reserved_mib,peak_vram_used_mib,final_vram_used_mib,avg_gpu_util_percent,max_gpu_util_percent,avg_memory_util_percent,max_memory_util_percent,avg_power_draw_w,max_power_draw_w,final_cache_seq_len,oom,position_valid,max_position_embeddings,num_hidden_layers,num_attention_heads,num_key_value_heads,head_dim,kv_formula_type,kv_theory_mb,kv_actual_mb,kv_actual_over_theory,peak_memory_mb,theoretical_dynamic_kv_mib,cache_tensor_total_mib,cache_tensor_cuda_mib,quant_backend,quant_bits,measurement
2026-06-02T10:18:02,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,4,2048,128,OK,True,,,0.431715,8192,18975.461247,3239.032227,3570.000000,4033.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,126.405000,132.340000,2048,False,True,32768,28,12,2,128,gqa_mqa,224.000000,224.000000,1.000000,3239.032227,224.000000,224.000000,224.000000,,,chunked_cache_growth
2026-06-02T10:18:04,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,4,4096,128,OK,True,,,1.042906,16384,15709.949699,3514.344727,4458.000000,4921.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,163.797778,200.730000,4096,False,True,32768,28,12,2,128,gqa_mqa,448.000000,448.000000,1.000000,3514.344727,448.000000,448.000000,448.000000,,,chunked_cache_growth
2026-06-02T10:18:07,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,4,8192,128,OK,True,,,2.766695,32768,11843.732761,4064.219727,7962.000000,8425.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,202.448636,224.300000,8192,False,True,32768,28,12,2,128,gqa_mqa,896.000000,896.000000,1.000000,4064.219727,896.000000,896.000000,896.000000,,,chunked_cache_growth
2026-06-02T10:18:12,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,4,12288,128,OK,True,,,5.232241,49152,9394.062505,4613.844727,13770.000000,14233.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,209.506098,224.570000,12288,False,True,32768,28,12,2,128,gqa_mqa,1344.000000,1344.000000,1.000000,4613.844727,1344.000000,1344.000000,1344.000000,,,chunked_cache_growth
2026-06-02T10:18:21,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,4,16384,128,OK,True,,,8.453330,65536,7752.684562,5163.719727,15270.000000,15733.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,211.476615,226.080000,16384,False,True,32768,28,12,2,128,gqa_mqa,1792.000000,1792.000000,1.000000,5163.719727,1792.000000,1792.000000,1792.000000,,,chunked_cache_growth
2026-06-02T10:18:22,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,8,1024,128,OK,True,,,0.322562,8192,25396.671076,3247.411133,3578.000000,4041.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,175.313333,177.130000,1024,False,True,32768,28,12,2,128,gqa_mqa,224.000000,224.000000,1.000000,3247.411133,224.000000,224.000000,224.000000,,,chunked_cache_growth
2026-06-02T10:18:22,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,8,2048,128,OK,True,,,0.710494,16384,23060.005567,3522.473633,4186.000000,4649.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,164.711667,196.800000,2048,False,True,32768,28,12,2,128,gqa_mqa,448.000000,448.000000,1.000000,3522.473633,448.000000,448.000000,448.000000,,,chunked_cache_growth
2026-06-02T10:18:24,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,8,4096,128,OK,True,,,1.687402,32768,19419.198224,4073.223633,6554.000000,7017.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,216.615385,260.070000,4096,False,True,32768,28,12,2,128,gqa_mqa,896.000000,896.000000,1.000000,4073.223633,896.000000,896.000000,896.000000,,,chunked_cache_growth
2026-06-02T10:18:29,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,8,8192,128,OK,True,,,4.578133,65536,14315.005665,5171.473633,15324.000000,15597.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,244.810000,261.120000,8192,False,True,32768,28,12,2,128,gqa_mqa,1792.000000,1792.000000,1.000000,5171.473633,1792.000000,1792.000000,1792.000000,,,chunked_cache_growth
2026-06-02T10:18:38,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,8,12288,128,OK,True,,,8.652393,98304,11361.480755,6273.223633,15324.000000,15787.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,247.149552,261.920000,12288,False,True,32768,28,12,2,128,gqa_mqa,2688.000000,2688.000000,1.000000,6273.223633,2688.000000,2688.000000,2688.000000,,,chunked_cache_growth
2026-06-02T10:18:52,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,8,16384,128,OK,True,,,13.953417,131072,9393.541382,7371.473633,15324.000000,15787.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,248.937570,264.770000,16384,False,True,32768,28,12,2,128,gqa_mqa,3584.000000,3584.000000,1.000000,7371.473633,3584.000000,3584.000000,3584.000000,,,chunked_cache_growth
