model_id,gpu_name,dtype,cache_mode,batch_size,seq_len,max_new_tokens,status,error,latency_ms,tokens_per_sec,generated_tokens_total,theoretical_kv_bytes,actual_prefill_kv_bytes,kv_actual_over_theory,prefill_status,prefill_error,base_allocated_bytes,peak_allocated_bytes,peak_delta_bytes,peak_reserved_bytes,free_before_bytes,free_after_bytes,total_vram_bytes,telemetry_samples,gpu_util_mean_pct,gpu_util_max_pct,memory_util_mean_pct,memory_util_max_pct,power_draw_mean_w,power_draw_max_w,quantized_nbits,quantized_backend,num_layers,num_attention_heads,num_key_value_heads,head_dim
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,4,512,64,ok,,950.0136880014907,269.4698015757414,256,58720256,58720256,1.0,ok,,3121901568,3320150528,198248960,3550478336,4499308544,4270718976,8073838592,7,98.57142857142857,100.0,44.57142857142857,51.0,124.65999999999998,136.51,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,4,1024,64,ok,,1167.0643580000615,219.35379848176848,256,117440512,117440512,1.0,ok,,3121901568,3512105472,390203904,3718250496,4499308544,4102946816,8073838592,8,95.875,100.0,51.625,71.0,116.54249999999999,130.01,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,4,2048,64,ok,,1597.6151319991914,160.2388428054333,256,234881024,234881024,1.0,ok,,3121901568,3902306816,780405248,4131389440,4499308544,3689807872,8073838592,10,95.4,100.0,53.4,55.0,130.02100000000002,145.57,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,4,4096,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,469762048,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,4676186112,1554284544,4951375872,nan,3855482880,8073838592,0,nan,nan,nan,nan,nan,nan,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,4,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.97 GiB is free. Including non-PyTorch memory, this process has 4.45 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 448.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.97 GiB is free. Including non-PyTorch memory, this process has 4.45 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 448.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,6230470656,3108569088,7182745600,nan,3188588544,8073838592,0,nan,nan,nan,nan,nan,nan,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,8,512,64,ok,,1163.0526809967705,440.22081575978217,512,117440512,117440512,1.0,ok,,3121901568,3512105472,390203904,3718250496,4499308544,4102946816,8073838592,8,95.5,100.0,52.0,72.0,128.18125,137.52,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,8,1024,64,ok,,1585.901421996823,322.84478272006095,512,234881024,234881024,1.0,ok,,3121901568,3902306816,780405248,4131389440,4499308544,3689807872,8073838592,10,95.8,100.0,60.2,70.0,130.041,146.94,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,8,2048,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,469762048,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,4675121152,1553219584,4951375872,nan,3855482880,8073838592,0,nan,nan,nan,nan,nan,nan,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,8,4096,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 4.43 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 428.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 4.43 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 428.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,6228340736,3106439168,6578765824,nan,3209560064,8073838592,0,nan,nan,nan,nan,nan,nan,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.09 GiB. GPU 0 has a total capacity of 7.52 GiB of which 708.88 MiB is free. Including non-PyTorch memory, this process has 6.73 GiB memory in use. Of the allocated memory 5.72 GiB is allocated by PyTorch, and 887.66 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.09 GiB. GPU 0 has a total capacity of 7.52 GiB of which 708.88 MiB is free. Including non-PyTorch memory, this process has 6.73 GiB memory in use. Of the allocated memory 5.72 GiB is allocated by PyTorch, and 887.66 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,6228340736,3106439168,7501512704,nan,743309312,8073838592,0,nan,nan,nan,nan,nan,nan,,,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,1,512,64,ok,,914.8208219994558,69.95905477984198,64,14680064,14680064,1.0,ok,,3121901568,3161176576,39275008,3363831808,4499308544,4457365504,8073838592,7,96.28571428571429,100.0,60.57142857142857,67.0,107.9742857142857,124.51,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,1,1024,64,ok,,971.7543630031287,65.86026514171046,64,29360128,29360128,1.0,ok,,3121901568,3199400448,77498880,3403677696,4499308544,4417519616,8073838592,7,87.0,87.0,66.57142857142857,67.0,101.03714285714285,104.07,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,1,2048,64,ok,,1128.070924001804,56.73402145049671,64,58720256,58720256,1.0,ok,,3121901568,3277945344,156043776,3491758080,4499308544,4333633536,8073838592,8,87.75,89.0,65.25,66.0,108.88625,112.52,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,1,4096,64,ok,,1384.3640580016654,46.23061371037344,64,117440512,117440512,1.0,ok,,3121901568,3427695104,305793536,3665821696,4499308544,4155375616,8073838592,9,80.88888888888889,89.0,57.111111111111114,72.0,122.72777777777777,133.99,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,1,8192,64,ok,,2031.8129430015688,31.498962648330068,64,234881024,234881024,1.0,ok,,3121901568,3733486080,611584512,4072669184,4499308544,3748528128,8073838592,12,88.33333333333333,100.0,52.333333333333336,64.0,133.56166666666667,142.23,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,2,512,64,ok,,998.7878680040012,128.15534118951396,128,29360128,29360128,1.0,ok,,3121901568,3199400448,77498880,3403677696,4499308544,4417519616,8073838592,7,90.71428571428571,93.0,63.42857142857143,64.0,102.35428571428572,113.36,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,2,1024,64,ok,,1135.3064430004451,112.74488997148218,128,58720256,58720256,1.0,ok,,3121901568,3277945344,156043776,3491758080,4499308544,4333633536,8073838592,8,99.0,99.0,39.0,39.0,99.6175,104.75,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,2,2048,64,ok,,1395.7105730005424,91.70955818212481,128,117440512,117440512,1.0,ok,,3121901568,3427695104,305793536,3665821696,4499308544,4155375616,8073838592,9,94.66666666666667,100.0,49.666666666666664,63.0,113.44,127.59,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,2,4096,64,ok,,1978.9602009986993,64.68043164051693,128,234881024,234881024,1.0,ok,,3121901568,3733486080,611584512,4070572032,4499308544,3750625280,8073838592,11,95.45454545454545,100.0,59.63636363636363,71.0,129.90454545454548,140.49,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,2,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.62 GiB is free. Including non-PyTorch memory, this process has 3.80 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 280.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,469762048,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.62 GiB is free. Including non-PyTorch memory, this process has 3.80 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 280.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,4678316032,1556414464,5213519872,nan,3884843008,8073838592,0,nan,nan,nan,nan,nan,nan,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,4,512,64,ok,,1135.0605460029328,225.53862954843515,256,58720256,58720256,1.0,ok,,3121901568,3277945344,156043776,3491758080,4499308544,4329439232,8073838592,8,89.25,100.0,50.75,62.0,117.75,132.26,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,4,1024,64,ok,,1390.7928359985817,184.06767231885644,256,117440512,117440512,1.0,ok,,3121901568,3427695104,305793536,3672113152,4499308544,4149084160,8073838592,9,96.0,100.0,42.333333333333336,63.0,115.61333333333333,132.49,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,4,2048,64,ok,,1931.9982689994504,132.50529470328053,256,234881024,234881024,1.0,ok,,3121901568,3733486080,611584512,4072669184,4499308544,3748528128,8073838592,11,86.18181818181819,100.0,57.36363636363637,71.0,129.95909090909092,140.43,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,4,4096,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,469762048,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,4676186112,1554284544,4951375872,nan,3855482880,8073838592,0,nan,nan,nan,nan,nan,nan,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,4,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.97 GiB is free. Including non-PyTorch memory, this process has 4.45 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 448.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.97 GiB is free. Including non-PyTorch memory, this process has 4.45 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 448.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,6230470656,3108569088,7182745600,nan,3188588544,8073838592,0,nan,nan,nan,nan,nan,nan,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,8,512,64,ok,,1373.5118889962905,372.76706820073457,512,117440512,117440512,1.0,ok,,3121901568,3427695104,305793536,3678404608,4499308544,4142792704,8073838592,9,94.66666666666667,100.0,50.111111111111114,64.0,123.69777777777777,138.34,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,8,1024,64,ok,,1890.6641680005123,270.8043071136583,512,234881024,234881024,1.0,ok,,3121901568,3733486080,611584512,4081057792,4499308544,3740139520,8073838592,11,92.0909090909091,100.0,58.18181818181818,70.0,131.25181818181815,142.39,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,8,2048,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,469762048,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,4675121152,1553219584,4951375872,nan,3855482880,8073838592,0,nan,nan,nan,nan,nan,nan,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,8,4096,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 4.43 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 428.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 4.43 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 428.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,6228340736,3106439168,6578765824,nan,3209560064,8073838592,0,nan,nan,nan,nan,nan,nan,4,hqq,28,12,2,128
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.09 GiB. GPU 0 has a total capacity of 7.52 GiB of which 708.88 MiB is free. Including non-PyTorch memory, this process has 6.73 GiB memory in use. Of the allocated memory 5.72 GiB is allocated by PyTorch, and 887.66 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.09 GiB. GPU 0 has a total capacity of 7.52 GiB of which 708.88 MiB is free. Including non-PyTorch memory, this process has 6.73 GiB memory in use. Of the allocated memory 5.72 GiB is allocated by PyTorch, and 887.66 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,6228340736,3106439168,7501512704,nan,743309312,8073838592,0,nan,nan,nan,nan,nan,nan,4,hqq,28,12,2,128
