model_id,gpu_name,dtype,cache_mode,batch_size,seq_len,max_new_tokens,status,error,latency_ms,tokens_per_sec,generated_tokens_total,theoretical_kv_bytes,actual_prefill_kv_bytes,kv_actual_over_theory,base_allocated_bytes,peak_allocated_bytes,peak_delta_bytes,peak_reserved_bytes,free_before_bytes,free_after_bytes,total_vram_bytes,num_layers,num_attention_heads,num_key_value_heads,head_dim
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,4,512,64,ok,,626.5892020019237,408.5611421040959,256,58720256,58720256,1.0,3097915392,3296164352,198248960,3529506816,12576292864,12358189056,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,4,1024,64,ok,,699.7469430061756,365.84654289478004,256,117440512,117440512,1.0,3097915392,3488119296,390203904,3705667584,12576292864,12182028288,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,4,2048,64,ok,,878.9898809918668,291.24339828704893,256,234881024,234881024,1.0,3097915392,3878320640,780405248,4120903680,12576292864,11766792192,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,4,4096,64,ok,,1252.1390420006355,204.4501380541332,256,469762048,469762048,1.0,3097915392,4658723328,1560807936,4930404352,12576292864,10957291520,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,4,8192,64,ok,,2048.6911600019084,124.95782917312023,256,939524096,939524096,1.0,3097915392,6219528704,3121613312,7119831040,12576292864,8767864832,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,512,64,ok,,691.2832589878235,740.651525034282,512,117440512,117440512,1.0,3097915392,3488119296,390203904,3705667584,12576292864,12182028288,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,1024,64,ok,,853.0097250040853,600.2276234277961,512,234881024,234881024,1.0,3097915392,3878320640,780405248,4120903680,12576292864,11766792192,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,2048,64,ok,,1201.3292759947944,426.19455817059315,512,469762048,469762048,1.0,3097915392,4658723328,1560807936,4930404352,12576292864,10957291520,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,4096,64,ok,,1905.3114249982173,268.72247407033683,512,939524096,939524096,1.0,3097915392,6219528704,3121613312,7119831040,12576292864,8767864832,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 18.55 GiB. GPU 0 has a total capacity of 15.46 GiB of which 9.12 GiB is free. Including non-PyTorch memory, this process has 5.98 GiB memory in use. Of the allocated memory 4.82 GiB is allocated by PyTorch, and 872.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,3097915392,9310793728,6212878336,9839837184,nan,9793372160,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,512,64,ok,,643.0054550000932,99.53259261228308,64,14680064,14680064,1.0,3097915392,3133585920,35670528,3349151744,12500795392,12465143808,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,1024,64,ok,,676.7011289921356,94.57646405189281,64,29360128,29360128,1.0,3097915392,3168205312,70289920,3395289088,12500795392,12419006464,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,2048,64,ok,,791.81254201103,80.82721175071823,64,58720256,58720256,1.0,3097915392,3239541248,141625856,3500146688,12500795392,12314148864,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,4096,64,ok,,1106.4882240025327,57.84065172288133,64,117440512,117440512,1.0,3097915392,3374873088,276957696,3655335936,12500795392,12158959616,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,8192,64,ok,,1743.2976640120614,36.71203221411372,64,234881024,234881024,1.0,3097915392,3651828224,553912832,3967811584,12500795392,11844386816,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,512,64,ok,,680.7834929932142,188.01865984913923,128,29360128,29360128,1.0,3097915392,3168205312,70289920,3395289088,12498698240,12416909312,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,1024,64,ok,,812.0357239968143,157.62853310195274,128,58720256,58720256,1.0,3097915392,3239541248,141625856,3500146688,12498698240,12312051712,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,2048,64,ok,,1103.66453199822,115.97727052825726,128,117440512,117440512,1.0,3097915392,3374873088,276957696,3655335936,12498698240,12156862464,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,4096,64,ok,,1675.5925239995122,76.39088750197674,128,234881024,234881024,1.0,3097915392,3651828224,553912832,3967811584,12498698240,11844386816,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,8192,64,ok,,3065.8629190002102,41.750072779425274,128,469762048,469762048,1.0,3097915392,4205738496,1107823104,4680843264,12498698240,11127160832,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,512,64,ok,,832.0927739987383,307.6580016069076,256,58720256,58720256,1.0,3097915392,3239541248,141625856,3500146688,12494503936,12307857408,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,1024,64,ok,,1114.179411000805,229.76550946139773,256,117440512,117440512,1.0,3097915392,3374873088,276957696,3655335936,12494503936,12152668160,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,2048,64,ok,,1681.631911007571,152.23307688459263,256,234881024,234881024,1.0,3097915392,3651828224,553912832,3967811584,12494503936,11840192512,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,4096,64,ok,,2858.919117003097,89.54433109963449,256,469762048,469762048,1.0,3097915392,4205738496,1107823104,4680843264,12494503936,11127160832,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,8192,64,ok,,5632.322671997827,45.45194139404568,256,939524096,939524096,1.0,3097915392,5313559040,2215643648,6090129408,12494503936,9711583232,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,512,64,ok,,1113.631964995875,459.7569179885174,512,117440512,117440512,1.0,3097915392,3374873088,276957696,3655335936,12488212480,12146376704,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,1024,64,ok,,1667.8151809901465,306.98845161970314,512,234881024,234881024,1.0,3097915392,3651828224,553912832,3967811584,12488212480,11833901056,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,2048,64,ok,,2826.461257005576,181.14523902670638,512,469762048,469762048,1.0,3097915392,4205738496,1107823104,4580179968,12488212480,11221532672,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,4096,64,ok,,5163.080273006926,99.16560907967761,512,939524096,939524096,1.0,3097915392,5313559040,2215643648,6090129408,12488212480,9711583232,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 18.55 GiB. GPU 0 has a total capacity of 15.46 GiB of which 9.04 GiB is free. Including non-PyTorch memory, this process has 6.05 GiB memory in use. Of the allocated memory 4.82 GiB is allocated by PyTorch, and 872.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,3097915392,9310793728,6212878336,9839837184,nan,9707388928,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,512,64,ok,,1538.5778589989059,41.5968549304631,64,14680064,14680064,1.0,3097915392,3137712128,39796736,3344957440,12490309632,12456755200,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,1024,64,ok,,2580.9682910039555,24.796895112223567,64,29360128,29360128,1.0,3097915392,3171545088,73629696,3433037824,12490309632,12368674816,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,2048,64,ok,,4943.0840389977675,12.947382543990955,64,58720256,58720256,1.0,3097915392,3239759872,141844480,3630170112,12490309632,12171542528,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,4096,64,ok,,9646.576557002845,6.634478005934631,64,117440512,117440512,1.0,3097915392,3380634112,282718720,3858759680,12490309632,11942952960,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,8192,64,ok,,21615.57696100499,2.960827745447531,64,234881024,234881024,1.0,3097915392,3651953152,554037760,4370464768,12490309632,11431247872,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,512,64,ok,,2558.5524110065307,50.02828921907642,128,29360128,29360128,1.0,3097915392,3179284992,81369600,3433037824,12490309632,12368674816,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,1024,64,ok,,4792.089206996025,26.710688067561716,128,58720256,58720256,1.0,3097915392,3249072640,151157248,3630170112,12490309632,12171542528,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,2048,64,ok,,9135.117102006916,14.01186197951194,128,117440512,117440512,1.0,3097915392,3384347136,286431744,4091543552,12490309632,11710169088,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,4096,64,ok,,19650.815624001552,6.513724541980868,128,234881024,234881024,1.0,3097915392,3655697920,557782528,4823449600,12490309632,10978263040,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,8192,64,ok,,43677.565359990695,2.930566274585669,128,469762048,469762048,1.0,3097915392,4201416192,1103500800,6316621824,12490309632,9485090816,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,512,64,ok,,4761.452872000518,53.765102140440156,256,58720256,58720256,1.0,3097915392,3258619392,160704000,3755999232,12490309632,12045713408,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,1024,64,ok,,9005.499205988599,28.427074851082285,256,117440512,117440512,1.0,3097915392,3393865216,295949824,4330618880,12490309632,11471093760,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,2048,64,ok,,18675.469210997107,13.707821587114589,256,234881024,234881024,1.0,3097915392,3665280512,567365120,5282725888,12490309632,10518986752,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,4096,64,ok,,39936.81331400876,6.4101258652553055,256,469762048,469762048,1.0,3097915392,4210998784,1113083392,7216300032,12490309632,8585412608,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,8192,64,ok,,86730.7063430053,2.951665111403143,256,939524096,939524096,1.0,3097915392,5302435328,2204519936,11066671104,12490309632,4735041536,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,512,64,ok,,9067.646103998413,56.46448859249499,512,117440512,117440512,1.0,3097915392,3415676416,317761024,4827643904,12490309632,10974068736,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,1024,64,ok,,18389.172495997627,27.842470894839664,512,234881024,234881024,1.0,3097915392,3687747072,589831680,6220152832,12490309632,9581559808,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,2048,64,ok,,38170.54200099665,13.41348519459408,512,469762048,469762048,1.0,3097915392,4232939008,1135023616,9034530816,12490309632,6767181824,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,4096,64,ok,,79389.88719999907,6.449184122282088,512,939524096,939524096,1.0,3097915392,5324375552,2226460160,14646509568,12490309632,1155203072,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 18.55 GiB. GPU 0 has a total capacity of 15.46 GiB of which 9.04 GiB is free. Including non-PyTorch memory, this process has 6.05 GiB memory in use. Of the allocated memory 4.82 GiB is allocated by PyTorch, and 872.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,3097915392,9310793728,6212878336,14646509568,nan,9707388928,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,512,64,ok,,233.8135460013291,68.4305946923582,16,14680064,14680064,1.0,3088347136,3137190400,48843264,3344957440,12576292864,12542738432,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,1024,64,ok,,362.6151479984401,79.97459609747123,29,29360128,29360128,1.0,3097915392,3175414272,77498880,3391094784,12576292864,12496601088,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,2048,64,ok,,482.9947069956688,74.53497828977828,36,58720256,58720256,1.0,3097915392,3253959168,156043776,3477078016,12576292864,12410617856,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,4096,64,ok,,878.1802770099603,72.87797468864598,64,117440512,117440512,1.0,3097915392,3403708928,305793536,3655335936,12576292864,12232359936,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,8192,64,ok,,1068.921533995308,59.87343127122456,64,234881024,234881024,1.0,3097915392,3709499904,611584512,4032823296,12576292864,11854872576,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,512,64,ok,,217.05380200000945,147.42888493608882,32,29360128,29360128,1.0,3097915392,3175414272,77498880,3388997632,12576292864,12498698240,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,1024,64,ok,,492.6161309995223,146.1584293918906,72,58720256,58720256,1.0,3097915392,3253959168,156043776,3477078016,12576292864,12410617856,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,2048,64,ok,,543.6293839884456,125.085217986387,68,117440512,117440512,1.0,3097915392,3403708928,305793536,3653238784,12576292864,12234457088,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,4096,64,ok,,1058.334539993666,120.94474399443304,128,234881024,234881024,1.0,3097915392,3709499904,611584512,4030726144,12576292864,11856969728,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,8192,64,ok,,1470.9182340011466,87.02047268244023,128,469762048,469762048,1.0,3097915392,4321081856,1223166464,4640997376,12576292864,11246698496,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,512,64,ok,,246.9350509927608,259.17746282959337,64,58720256,58720256,1.0,3097915392,3253959168,156043776,3477078016,12576292864,12410617856,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,1024,64,ok,,641.5327669965336,268.1078954162436,172,117440512,117440512,1.0,3097915392,3403708928,305793536,3655335936,12576292864,12232359936,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,2048,64,ok,,1038.266242001555,246.56488831466467,256,234881024,234881024,1.0,3097915392,3709499904,611584512,4032823296,12576292864,11854872576,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,4096,64,ok,,1439.7590289881919,177.8075322645534,256,469762048,469762048,1.0,3097915392,4321081856,1223166464,4645191680,12576292864,11242504192,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,8192,64,ok,,2365.1621869939845,108.23782039461935,256,939524096,939524096,1.0,3097915392,5544245760,2446330368,6356467712,12576292864,9531228160,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,512,64,ok,,323.1680480093928,396.07876084420235,128,117440512,117440512,1.0,3097915392,3403708928,305793536,3655335936,12576292864,12232359936,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,1024,64,ok,,695.1011969940737,402.81904449430436,280,234881024,234881024,1.0,3097915392,3709499904,611584512,4034920448,12576292864,11852775424,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,2048,64,ok,,1384.8590249981498,369.7127222033911,512,469762048,469762048,1.0,3097915392,4321081856,1223166464,4655677440,12576292864,11232018432,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,4096,64,ok,,2220.092878007563,230.62098215435824,512,939524096,939524096,1.0,3097915392,5544245760,2446330368,6362759168,12576292864,9524936704,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 18.55 GiB. GPU 0 has a total capacity of 15.46 GiB of which 9.12 GiB is free. Including non-PyTorch memory, this process has 5.98 GiB memory in use. Of the allocated memory 4.82 GiB is allocated by PyTorch, and 872.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,3097915392,9310793728,6212878336,9839837184,nan,9793372160,16600596480,28,12,2,128
