model_id,gpu_name,dtype,cache_mode,batch_size,seq_len,max_new_tokens,status,error,latency_ms,tokens_per_sec,generated_tokens_total,theoretical_kv_bytes,actual_prefill_kv_bytes,kv_actual_over_theory,base_allocated_bytes,peak_allocated_bytes,peak_delta_bytes,peak_reserved_bytes,free_before_bytes,free_after_bytes,total_vram_bytes,num_layers,num_attention_heads,num_key_value_heads,head_dim
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,4,4096,64,ok,,1347.2826309734955,190.01209851196856,256,469762048,469762048,1.0,3097915392,4658723328,1560807936,4930404352,10347413504,8724217856,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,4,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 15.46 GiB of which 8.32 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 4.71 GiB memory in use. Of the allocated memory 3.85 GiB is allocated by PyTorch, and 557.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,3097915392,6206484480,3108569088,6585057280,nan,8936030208,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,512,64,ok,,748.0760110775009,684.4224282269581,512,117440512,117440512,1.0,3097915392,3488119296,390203904,3705667584,10347413504,9953148928,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,1024,64,ok,,914.0789229422808,560.1266883519752,512,234881024,234881024,1.0,3097915392,3878320640,780405248,4120903680,10347413504,9537912832,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,2048,64,ok,,1297.1148850629106,394.722168326029,512,469762048,469762048,1.0,3097915392,4658723328,1560807936,4930404352,10347413504,8724217856,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,4096,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 15.46 GiB of which 8.34 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 4.69 GiB memory in use. Of the allocated memory 3.85 GiB is allocated by PyTorch, and 537.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,3097915392,6204354560,3106439168,6566182912,nan,8952807424,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,dynamic,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 18.55 GiB. GPU 0 has a total capacity of 15.46 GiB of which 7.04 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 5.98 GiB memory in use. Of the allocated memory 4.82 GiB is allocated by PyTorch, and 872.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,3097915392,9310793728,6212878336,9839837184,nan,7560298496,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,512,64,ok,,244.33579307515174,65.48365181632963,16,14680064,14680064,1.0,3097915392,3137190400,39275008,3344957440,10347413504,10313859072,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,1024,64,ok,,384.06288903206587,75.50846704581956,29,29360128,29360128,1.0,3097915392,3175414272,77498880,3391094784,10347413504,10267721728,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,2048,64,ok,,503.71403992176056,71.4691216579782,36,58720256,58720256,1.0,3097915392,3253959168,156043776,3477078016,10347413504,10181738496,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,4096,64,ok,,930.8348259655759,68.755485092225,64,117440512,117440512,1.0,3097915392,3403708928,305793536,3655335936,10347413504,10003480576,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,1,8192,64,ok,,1125.1703780144453,56.88027453490101,64,234881024,234881024,1.0,3097915392,3709499904,611584512,4032823296,10347413504,9621798912,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,512,64,ok,,229.99772406183183,139.1318115452187,32,29360128,29360128,1.0,3097915392,3175414272,77498880,3388997632,10343219200,10269818880,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,1024,64,ok,,511.19591295719147,140.84619648754784,72,58720256,58720256,1.0,3097915392,3253959168,156043776,3477078016,10347413504,10181738496,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,2048,64,ok,,570.9199740085751,119.10600976622804,68,117440512,117440512,1.0,3097915392,3403708928,305793536,3653238784,10347413504,10005577728,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,4096,64,ok,,1112.2266959864646,115.08445217319051,128,234881024,234881024,1.0,3097915392,3709499904,611584512,4030726144,10347413504,9628090368,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,2,8192,64,ok,,1588.1852090824395,80.595134161935,128,469762048,469762048,1.0,3097915392,4321081856,1223166464,4640997376,10347413504,9013624832,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,512,64,ok,,264.87866800744087,241.62006129614838,64,58720256,58720256,1.0,3097915392,3253959168,156043776,3477078016,10343219200,10177544192,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,1024,64,ok,,677.0429420284927,254.04592430233407,172,117440512,117440512,1.0,3097915392,3403708928,305793536,3655335936,10347413504,10003480576,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,2048,64,ok,,1103.3588729333133,232.01879848885085,256,234881024,234881024,1.0,3097915392,3709499904,611584512,4032823296,10347413504,9625993216,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,4096,64,ok,,1556.2066700076684,164.50257214148718,256,469762048,469762048,1.0,3097915392,4321081856,1223166464,4645191680,10347413504,9013624832,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,4,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 15.46 GiB of which 8.32 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 4.71 GiB memory in use. Of the allocated memory 3.85 GiB is allocated by PyTorch, and 557.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,3097915392,6206484480,3108569088,6585057280,nan,8936030208,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,512,64,ok,,342.3661410342902,373.86874652181206,128,117440512,117440512,1.0,3097915392,3403708928,305793536,3655335936,10347413504,10003480576,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,1024,64,ok,,727.9492799425498,384.64218279341907,280,234881024,234881024,1.0,3097915392,3709499904,611584512,4034920448,10343219200,9623896064,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,2048,64,ok,,1492.861496983096,342.9655068703252,512,469762048,469762048,1.0,3097915392,4321081856,1223166464,4653580288,10343219200,9001041920,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,4096,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 15.46 GiB of which 8.34 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 4.69 GiB memory in use. Of the allocated memory 3.85 GiB is allocated by PyTorch, and 537.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,3097915392,6204354560,3106439168,6566182912,nan,8957001728,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,quantized,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 18.55 GiB. GPU 0 has a total capacity of 15.46 GiB of which 7.04 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 5.98 GiB memory in use. Of the allocated memory 4.82 GiB is allocated by PyTorch, and 872.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,3097915392,9310793728,6212878336,9839837184,nan,7564492800,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,512,64,ok,,296.76428507082164,90.98129848595681,27,14680064,14680064,1.0,3097915392,3133585920,35670528,3349151744,10271916032,10236264448,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,1024,64,ok,,711.7260789964348,89.9222353777493,64,29360128,29360128,1.0,3097915392,3168205312,70289920,3395289088,10271916032,10190127104,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,2048,64,ok,,853.1491309404373,75.0161931589287,64,58720256,58720256,1.0,3097915392,3239541248,141625856,3500146688,10271916032,10085269504,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,4096,64,ok,,1187.5092369737104,53.894317624930494,64,117440512,117440512,1.0,3097915392,3374873088,276957696,3655335936,10271916032,9930080256,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,1,8192,64,ok,,1874.1234689950943,34.14929755632206,64,234881024,234881024,1.0,3097915392,3651828224,553912832,3967811584,10267721728,9615507456,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,512,64,ok,,737.6191930379719,173.53127631185527,128,29360128,29360128,1.0,3097915392,3168205312,70289920,3395289088,10269818880,10188029952,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,1024,64,ok,,883.5595540003851,144.8685597031575,128,58720256,58720256,1.0,3097915392,3239541248,141625856,3500146688,10265624576,10083172352,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,2048,64,ok,,1185.337511007674,107.98612109321098,128,117440512,117440512,1.0,3097915392,3374873088,276957696,3655335936,10265624576,9927983104,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,4096,64,ok,,1773.2762329978868,72.18277537256799,128,234881024,234881024,1.0,3097915392,3651828224,553912832,3967811584,10265624576,9615507456,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,2,8192,64,ok,,3231.9902268936858,39.60408015312061,128,469762048,469762048,1.0,3097915392,4205738496,1107823104,4680843264,10269818880,8894087168,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,512,64,ok,,898.6406730255112,284.87470875106106,256,58720256,58720256,1.0,3097915392,3239541248,141625856,3500146688,10261430272,10074783744,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,1024,64,ok,,1203.2731040380895,212.75303099594282,256,117440512,117440512,1.0,3097915392,3374873088,276957696,3655335936,10265624576,9919594496,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,2048,64,ok,,1785.9737230464816,143.33917498143245,256,234881024,234881024,1.0,3097915392,3651828224,553912832,3967811584,10261430272,9607118848,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,4096,64,ok,,2980.3916480159387,85.89475150704453,256,469762048,469762048,1.0,3097915392,4205738496,1107823104,4580179968,10265624576,8994750464,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,4,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 15.46 GiB of which 8.24 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 4.77 GiB memory in use. Of the allocated memory 3.85 GiB is allocated by PyTorch, and 557.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,3097915392,6206484480,3108569088,6585057280,nan,8852144128,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,512,64,ok,,1202.4577610427514,425.79458221967155,512,117440512,117440512,1.0,3097915392,3374873088,276957696,3655335936,10265624576,9923985408,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,1024,64,ok,,1772.7695669746026,288.8136222203859,512,234881024,234881024,1.0,3097915392,3651828224,553912832,4018143232,10265624576,9560981504,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,2048,64,ok,,2943.846530979499,173.92210993745093,512,469762048,469762048,1.0,3097915392,4205738496,1107823104,4580179968,10261430272,8998944768,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,4096,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 15.46 GiB of which 8.26 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 4.75 GiB memory in use. Of the allocated memory 3.85 GiB is allocated by PyTorch, and 537.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,3097915392,6204354560,3106439168,6566182912,nan,8873115648,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,offloaded,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 18.55 GiB. GPU 0 has a total capacity of 15.46 GiB of which 6.97 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 6.05 GiB memory in use. Of the allocated memory 4.82 GiB is allocated by PyTorch, and 872.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,1879048192,nan,nan,3097915392,9310793728,6212878336,9839837184,nan,7484801024,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,512,64,ok,,1645.1780259376392,38.90156505313421,64,14680064,14680064,1.0,3097915392,3137712128,39796736,3344957440,10267721728,10234167296,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,1024,64,ok,,2764.933245955035,23.147032606891663,64,29360128,29360128,1.0,3097915392,3171545088,73629696,3433037824,10267721728,10141892608,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,2048,64,ok,,5322.143053053878,12.025231069893247,64,58720256,58720256,1.0,3097915392,3239759872,141844480,3630170112,10267721728,9944760320,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,4096,64,ok,,10415.843142895028,6.144485772489421,64,117440512,117440512,1.0,3097915392,3380634112,282718720,3858759680,10267721728,9716170752,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,1,8192,64,ok,,23306.37291201856,2.7460300339996992,64,234881024,234881024,1.0,3097915392,3651953152,554037760,4420796416,10267721728,9158328320,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,512,64,ok,,2755.5894440738484,46.451041636581934,128,29360128,29360128,1.0,3097915392,3179284992,81369600,3433037824,10267721728,10141892608,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,1024,64,ok,,5143.230221932754,24.887083501368018,128,58720256,58720256,1.0,3097915392,3249072640,151157248,3630170112,10263527424,9944760320,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,2048,64,ok,,9843.677707016468,13.003270099828946,128,117440512,117440512,1.0,3097915392,3384347136,286431744,4091543552,10263527424,9487581184,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,4096,64,ok,,21173.308148048818,6.04534724120546,128,234881024,234881024,1.0,3097915392,3655697920,557782528,4873781248,10267721728,8705343488,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,2,8192,64,ok,,47095.006020972505,2.7179102587437534,128,469762048,469762048,1.0,3097915392,4201416192,1103500800,6316621824,10267721728,7262502912,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,512,64,ok,,5130.46451297123,49.89801593067477,256,58720256,58720256,1.0,3097915392,3258619392,160704000,3755999232,10267721728,9823125504,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,1024,64,ok,,9690.880427951925,26.41658845171647,256,117440512,117440512,1.0,3097915392,3393865216,295949824,4330618880,10267721728,9248505856,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,2048,64,ok,,20146.020416985266,12.707224290518658,256,234881024,234881024,1.0,3097915392,3665280512,567365120,5333057536,10267721728,8241872896,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,4096,64,ok,,43087.03961910214,5.941461800650266,256,469762048,469762048,1.0,3097915392,4210998784,1113083392,7216300032,10263527424,6362824704,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,4,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 15.46 GiB of which 8.25 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 4.77 GiB memory in use. Of the allocated memory 3.85 GiB is allocated by PyTorch, and 557.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,3097915392,6206484480,3108569088,7216300032,nan,8856338432,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,512,64,ok,,9776.996011962183,52.367823345081305,512,117440512,117440512,1.0,3097915392,3415676416,317761024,4827643904,10267721728,8747286528,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,1024,64,ok,,19839.502046001144,25.80709933207214,512,234881024,234881024,1.0,3097915392,3687747072,589831680,6270484480,10263527424,7308640256,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,2048,64,ok,,41137.01422698796,12.446211997177524,512,469762048,469762048,1.0,3097915392,4232939008,1135023616,9034530816,10267721728,4544593920,16600596480,28,12,2,128
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5080,fp16,no_cache,8,4096,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 15.46 GiB of which 8.27 GiB is free. Process 191375 has 2.23 GiB memory in use. Including non-PyTorch memory, this process has 4.75 GiB memory in use. Of the allocated memory 3.85 GiB is allocated by PyTorch, and 537.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",nan,nan,0,939524096,nan,nan,3097915392,6204354560,3106439168,9034530816,nan,8877309952,16600596480,28,12,2,128
