cache_mode,batch_size,seq_len,max_new_tokens,latency_ms_RTX_5060,latency_ms_RTX_5080,peak_delta_bytes_RTX_5060,peak_delta_bytes_RTX_5080,tokens_per_sec_RTX_5060,tokens_per_sec_RTX_5080,speedup_5080_over_5060,bandwidth_ratio_expected,cuda_core_ratio_expected
dynamic,8,512,64,1163.0526809967705,691.2832589878235,390203904.0,390203904.0,440.22081575978217,740.651525034282,1.6824545739755241,2.142857142857143,2.8
dynamic,8,1024,64,1585.901421996823,853.0097250040853,780405248.0,780405248.0,322.84478272006095,600.2276234277961,1.859183284210772,2.142857142857143,2.8
dynamic,8,2048,64,,1201.3292759947944,,1560807936.0,,426.1945581705932,,2.142857142857143,2.8
dynamic,8,4096,64,,1905.3114249982173,,3121613312.0,,268.72247407033683,,2.142857142857143,2.8
no_cache,1,512,64,3265.1176969957305,1538.577858998906,40160256.0,39796736.0,19.60113108905296,41.5968549304631,2.1221660495752994,2.142857142857143,2.8
no_cache,1,1024,64,6063.465879000432,2580.9682910039555,73629696.0,73629696.0,10.555019402624303,24.796895112223567,2.3492988659081284,2.142857142857143,2.8
no_cache,1,2048,64,11997.62746399938,4943.084038997768,141844480.0,141844480.0,5.334388002298061,12.947382543990956,2.4271542561983135,2.142857142857143,2.8
no_cache,1,4096,64,25375.64154100255,9646.576557002843,282718720.0,282718720.0,2.5221037228393737,6.634478005934631,2.6305333701603533,2.142857142857143,2.8
no_cache,1,8192,64,56208.58085699729,21615.57696100499,554037760.0,554037760.0,1.1386161867851672,2.960827745447531,2.6003738395879457,2.142857142857143,2.8
no_cache,2,512,64,6168.962478994217,2558.5524110065307,81369600.0,81369600.0,20.749032018892912,50.02828921907642,2.4111143678183855,2.142857142857143,2.8
no_cache,2,1024,64,11907.256402002531,4792.089206996025,151157248.0,151157248.0,10.749747521895411,26.71068806756172,2.4847735272997418,2.142857142857143,2.8
no_cache,2,2048,64,24438.559230002284,9135.117102006916,286431744.0,286431744.0,5.237624640443586,14.01186197951194,2.6752321789759343,2.142857142857143,2.8
no_cache,2,4096,64,51841.10684700136,19650.815624001552,557782528.0,557782528.0,2.4690830845445944,6.513724541980868,2.6381147652559775,2.142857142857143,2.8
no_cache,2,8192,64,,43677.565359990695,,1103500800.0,,2.930566274585669,,2.142857142857143,2.8
no_cache,4,512,64,12064.036335999845,4761.452872000518,160835072.0,160704000.0,21.220095237617933,53.76510214044016,2.533688069652395,2.142857142857143,2.8
no_cache,4,1024,64,24230.687922994548,9005.499205988599,295949824.0,295949824.0,10.565114816945002,28.427074851082285,2.6906546065632093,2.142857142857143,2.8
no_cache,4,2048,64,49841.47962299903,18675.469210997107,567365120.0,567365120.0,5.136284113882335,13.707821587114587,2.6688207433979603,2.142857142857143,2.8
no_cache,4,4096,64,,39936.81331400876,,1113083392.0,,6.4101258652553055,,2.142857142857143,2.8
no_cache,4,8192,64,,86730.7063430053,,2204519936.0,,2.951665111403143,,2.142857142857143,2.8
no_cache,8,512,64,24666.005799997947,9067.646103998411,317892096.0,317761024.0,20.75731288444125,56.46448859249499,2.720221490461717,2.142857142857143,2.8
no_cache,8,1024,64,49363.34721700405,18389.172495997627,589622784.0,589831680.0,10.372068120689208,27.842470894839664,2.6843702307837884,2.142857142857143,2.8
no_cache,8,2048,64,,38170.54200099665,,1135023616.0,,13.41348519459408,,2.142857142857143,2.8
no_cache,8,4096,64,,79389.88719999907,,2226460160.0,,6.449184122282088,,2.142857142857143,2.8
quantized,1,512,64,914.8208219994558,233.8135460013291,39275008.0,48843264.0,69.95905477984198,68.4305946923582,0.9781520763496051,2.142857142857143,2.8
quantized,1,1024,64,971.7543630031288,362.6151479984401,77498880.0,77498880.0,65.86026514171046,79.97459609747123,1.2143072294864166,2.142857142857143,2.8
quantized,1,2048,64,1128.070924001804,482.9947069956688,156043776.0,156043776.0,56.73402145049671,74.53497828977828,1.3137615910906968,2.142857142857143,2.8
quantized,1,4096,64,1384.3640580016654,878.1802770099603,305793536.0,305793536.0,46.23061371037344,72.87797468864598,1.5764007621705718,2.142857142857143,2.8
quantized,1,8192,64,2031.8129430015688,1068.921533995308,611584512.0,611584512.0,31.498962648330068,59.87343127122456,1.900806446856077,2.142857142857143,2.8
quantized,2,512,64,998.7878680040012,217.05380200000943,77498880.0,77498880.0,128.15534118951396,147.42888493608882,1.1503920442775262,2.142857142857143,2.8
quantized,2,1024,64,1135.3064430004451,492.6161309995223,156043776.0,156043776.0,112.74488997148218,146.1584293918906,1.2963641139643673,2.142857142857143,2.8
quantized,2,2048,64,1395.7105730005424,543.6293839884456,305793536.0,305793536.0,91.7095581821248,125.085217986387,1.3639278224193592,2.142857142857143,2.8
quantized,2,4096,64,1978.9602009986995,1058.334539993666,611584512.0,611584512.0,64.68043164051693,120.94474399443304,1.8698815225387455,2.142857142857143,2.8
quantized,2,8192,64,,1470.9182340011466,,1223166464.0,,87.02047268244023,,2.142857142857143,2.8
quantized,4,512,64,1135.0605460029328,246.9350509927608,156043776.0,156043776.0,225.53862954843515,259.17746282959337,1.1491488768398948,2.142857142857143,2.8
quantized,4,1024,64,1390.7928359985815,641.5327669965336,305793536.0,305793536.0,184.06767231885644,268.1078954162436,1.45657242273269,2.142857142857143,2.8
quantized,4,2048,64,1931.9982689994504,1038.266242001555,611584512.0,611584512.0,132.50529470328053,246.56488831466467,1.860792724296777,2.142857142857143,2.8
quantized,4,4096,64,,1439.759028988192,,1223166464.0,,177.8075322645534,,2.142857142857143,2.8
quantized,4,8192,64,,2365.1621869939845,,2446330368.0,,108.23782039461936,,2.142857142857143,2.8
quantized,8,512,64,1373.5118889962905,323.1680480093928,305793536.0,305793536.0,372.76706820073457,396.0787608442024,1.0625368886688094,2.142857142857143,2.8
quantized,8,1024,64,1890.6641680005123,695.1011969940737,611584512.0,611584512.0,270.8043071136583,402.8190444943044,1.487491276589034,2.142857142857143,2.8
quantized,8,2048,64,,1384.8590249981498,,1223166464.0,,369.7127222033911,,2.142857142857143,2.8
quantized,8,4096,64,,2220.092878007563,,2446330368.0,,230.62098215435824,,2.142857142857143,2.8
